651.12,0.0013002
651.35,0.0009891
651.58,0.0019606
651.81,0.00034109
652.04,0
652.27,0.00044529
652.5,0.00070871
652.73,0.00204
652.96,0.0028812
653.19,0.0030454
653.42,0.0019789
653.65,0.00070662
653.88,0.0035745
654.11,0.00088473
654.34,0.0044131
654.57,0.0020088
654.8,0.00074698
655.03,0.00027384
655.26,0.00047045
655.49,0
655.72,0.0022255
655.96,0.00029505
656.19,0.0015746
656.42,0.0016888
656.65,0.0012068
656.88,0.0017307
657.11,0.0033441
657.34,0.0014649
657.57,0.0034539
657.8,0.0011735
658.03,0.0064023
658.26,0.0016995
658.49,0.0023033
658.72,0.0030435
658.95,0.0019316
659.18,0.0009734
659.41,0.0017636
659.64,0.0010821
659.87,0.0023351
660.1,0.0014722
660.33,0.0031605
660.56,0.00064539
660.8,0.0040004
661.03,0.0021887
661.26,0.0036217
661.49,0.00074147
661.72,0.0045819
661.95,0.0029552
662.18,0.0035887
662.41,0.0025605
662.64,0.0020863
662.87,0.00054139
663.1,0.0028565
663.33,0.0019759
663.56,0.0032202
663.79,0.00096037
664.02,0.0021523
664.26,0.002303
664.49,0.0029489
664.72,0.0030068
664.95,0.0024014
665.18,0.0035092
665.41,0.0033148
665.64,0.0030467
665.87,0.0043321
666.1,0.0028416
666.33,0.0027142
666.56,0.0030773
666.79,0.0033706
667.02,0.0029311
667.26,0.0026189
667.49,0.00251
667.72,0.0036321
667.95,0.0025335
668.18,0.0050319
668.41,0.0050447
668.64,0.0050325
668.87,0.0036541
669.1,0.0045977
669.33,0.0055642
669.56,0.0062405
669.8,0.006046
670.03,0.0067732
670.26,0.0089811
670.49,0.0057168
670.72,0.0064829
670.95,0.0080215
671.18,0.007682
671.41,0.0065257
671.64,0.0063028
671.87,0.0071431
672.1,0.0068939
672.34,0.0097688
672.57,0.0094679
672.8,0.0093821
673.03,0.011525
673.26,0.012279
673.49,0.011535
673.72,0.014025
673.95,0.012227
674.18,0.015532
674.42,0.013718
674.65,0.018239
674.88,0.016914
675.11,0.018667
675.34,0.019326
675.57,0.021546
675.8,0.021316
676.03,0.024957
676.27,0.025248
676.5,0.028773
676.73,0.027974
676.96,0.031529
677.19,0.034083
677.42,0.038582
677.65,0.040593
677.88,0.043919
678.11,0.046722
678.35,0.051872
678.58,0.056282
678.81,0.061003
679.04,0.067952
679.27,0.070962
679.5,0.077628
679.73,0.087166
679.97,0.090454
680.2,0.10259
680.43,0.11131
680.66,0.1245
680.89,0.13459
681.12,0.14801
681.35,0.16315
681.59,0.17915
681.82,0.19822
682.05,0.21684
682.28,0.23271
682.51,0.25465
682.74,0.27798
682.97,0.30161
683.21,0.32831
