885.41,0.0043084
885.64,0
885.88,0.0035984
886.12,0.0030646
886.36,0.0053756
886.59,0.0047948
886.83,0.0038869
887.07,0.0061808
887.31,0.0044705
887.55,0.0053658
887.78,0.0038464
888.02,0.0046298
888.26,0.002361
888.5,0
888.73,0.0013375
888.97,0
889.21,0.0023309
889.45,0.0026332
889.69,0.004009
889.92,0.0035426
890.16,0.0036468
890.4,0.0034414
890.64,0.0044161
890.87,0.0036517
891.11,0.0073726
891.35,0.0029955
891.59,0.0070973
891.83,0.004887
892.06,0.004896
892.3,0.0034331
892.54,0.0054855
892.78,0.0021511
893.02,0.0063189
893.25,0.001503
893.49,0.0029368
893.73,0.0030622
893.97,0.003831
894.21,0.0033847
894.44,0.00061004
894.68,0.0044203
894.92,0.0095727
895.16,0.0072683
895.39,0.0053566
895.63,0.0098077
895.87,0.0082289
896.11,0.00756
896.35,0.0090987
896.58,0.0064666
896.82,0.0070309
897.06,0.0047713
897.3,0.0072849
897.54,0.0036529
897.77,0.0064858
898.01,0.0037712
898.25,0.0065642
898.49,0.0059667
898.73,0.0068834
898.96,0.0077651
899.2,0.0082718
899.44,0.0091389
899.68,0.011002
899.92,0.007696
900.15,0.011204
900.39,0.011021
900.63,0.013816
900.87,0.0092221
901.11,0.014209
901.34,0.01189
901.58,0.011549
901.82,0.012055
902.06,0.010392
902.3,0.0078351
902.53,0.011249
902.77,0.010059
903.01,0.015812
903.25,0.011359
903.49,0.016617
903.73,0.016729
903.96,0.014967
904.2,0.020369
904.44,0.018392
904.68,0.017951
904.92,0.022648
905.15,0.017332
905.39,0.021569
905.63,0.016605
905.87,0.019728
906.11,0.017701
906.34,0.022097
906.58,0.019429
906.82,0.021994
907.06,0.022851
907.3,0.023168
907.54,0.026535
907.77,0.030189
908.01,0.028296
908.25,0.03049
908.49,0.034496
908.73,0.036521
908.96,0.032667
909.2,0.046029
909.44,0.03454
909.68,0.037019
909.92,0.037439
910.16,0.039235
910.39,0.038244
910.63,0.041757
910.87,0.046851
911.11,0.047769
911.35,0.048541
911.59,0.058906
911.82,0.052276
912.06,0.057152
912.3,0.052092
912.54,0.062893
912.78,0.063414
913.02,0.065188
913.25,0.065228
913.49,0.073802
913.73,0.074752
913.97,0.080496
914.21,0.07972
914.45,0.082895
914.68,0.086724
914.92,0.089122
915.16,0.096753
915.4,0.10294
915.64,0.10175
915.88,0.11256
916.11,0.11354
916.35,0.12384
916.59,0.12654
916.83,0.12886
917.07,0.1403
917.31,0.13714
917.54,0.15148
917.78,0.15456
918.02,0.16175
918.26,0.17342
918.5,0.17671
918.74,0.18247
918.97,0.19057
919.21,0.19421
919.45,0.20525
919.69,0.22164
919.93,0.22596
920.17,0.22879
920.41,0.23779
920.64,0.25845
920.88,0.25783
921.12,0.273
921.36,0.27604
921.6,0.28896
921.84,0.31389
922.07,0.31388
922.31,0.32333
922.55,0.33485
922.79,0.34282
923.03,0.35159
923.27,0.35883
923.51,0.3647
923.74,0.38686
923.98,0.38285
924.22,0.40653
924.46,0.40138
924.7,0.42579
924.94,0.44259
925.18,0.43147
925.41,0.4447
925.65,0.4565
925.89,0.46417
926.13,0.48615
926.37,0.49823
926.61,0.48528
926.85,0.50177
927.08,0.50006
927.32,0.52181
927.56,0.51276
927.8,0.53108
928.04,0.5281
928.28,0.54767
928.52,0.54795
928.75,0.54381
928.99,0.54305
929.23,0.54721
929.47,0.56366
929.71,0.55074
929.95,0.56114
930.19,0.55542
930.42,0.57081
930.66,0.57553
930.9,0.57349
931.14,0.57081
931.38,0.5709
931.62,0.57459
931.86,0.58022
932.1,0.58486
932.33,0.5823
932.57,0.5777
932.81,0.5638
933.05,0.5909
933.29,0.57828
933.53,0.57978
933.77,0.57551
934.01,0.58719
934.24,0.57416
934.48,0.58015
934.72,0.59041
934.96,0.58287
935.2,0.60836
935.44,0.58212
935.68,0.58099
935.92,0.58464
936.15,0.58691
936.39,0.58376
936.63,0.5775
936.87,0.58204
937.11,0.56924
937.35,0.58996
937.59,0.59667
937.83,0.57842
938.06,0.59086
938.3,0.60651
938.54,0.58629
938.78,0.59107
939.02,0.60184
939.26,0.59424
939.5,0.59403
939.74,0.58078
939.97,0.58837
940.21,0.59136
940.45,0.59687
940.69,0.58578
940.93,0.58353
941.17,0.58299
941.41,0.58471
941.65,0.58992
941.89,0.59063
942.12,0.58912
942.36,0.58288
942.6,0.61367
942.84,0.58026
943.08,0.59625
943.32,0.59638
943.56,0.59535
943.8,0.59176
944.04,0.59759
944.27,0.60137
944.51,0.60594
944.75,0.59304
944.99,0.58788
945.23,0.6002
945.47,0.58058
945.71,0.58624
945.95,0.57188
946.19,0.56881
946.43,0.58882
946.66,0.5959
946.9,0.5828
947.14,0.59856
947.38,0.58543
947.62,0.58952
947.86,0.5828
948.1,0.57216
948.34,0.57425
948.58,0.59168
948.82,0.58323
949.05,0.56993
949.29,0.5656
949.53,0.57024
