wl (nm),eff
643.7584229,0.640749607
643.9882813,0.638569475
644.2182007,0.637720253
644.4480591,0.623097905
644.6779785,0.618329217
644.9078979,0.605954965
645.1378174,0.591245786
645.3677368,0.598858052
645.5977173,0.58721371
645.8276367,0.590149385
646.0576172,0.589234581
646.2875977,0.581391087
646.5175781,0.587125788
646.7475586,0.602659283
646.9776001,0.608103973
647.2075806,0.609372278
647.4376221,0.615873375
647.6676636,0.619369572
647.8977051,0.622779335
648.1277466,0.655155447
648.3577881,0.622424372
648.5878296,0.636532282
648.8179321,0.63510195
649.0480347,0.638218143
649.2781372,0.629913484
649.5082397,0.633994198
649.7383423,0.631165451
649.9685059,0.649732108
650.1986084,0.655938051
650.428772,0.650893078
650.6589355,0.656185098
650.8890991,0.65203835
651.1192627,0.638031102
651.3494263,0.643826781
651.5796509,0.653525212
651.8098755,0.659707484
652.0400391,0.66338242
652.2702637,0.665622685
652.5005493,0.667537189
652.7307739,0.659302222
652.9609985,0.668204818
653.1912842,0.666244951
653.4215698,0.657755516
653.6518555,0.658610039
653.8821411,0.661733854
654.1124268,0.659615652
654.3427124,0.668269512
654.5730591,0.661994112
654.8034058,0.659956617
655.0337524,0.667152464
655.2640991,0.661935793
655.4944458,0.663154621
655.7247925,0.656946219
655.9552002,0.643005501
656.1855469,0.671235057
656.4159546,0.657508366
656.6463623,0.665895374
656.87677,0.669932097
657.1071777,0.66725757
657.3376465,0.673972218
657.5680542,0.679831718
657.7985229,0.694510539
658.0289917,0.694303655
658.2594604,0.70602841
658.4899292,0.704729
658.720459,0.705986951
658.9509277,0.712220121
659.1814575,0.693972033
659.4119873,0.699000061
659.6425171,0.703222118
659.8730469,0.705854385
660.1035767,0.709574318
660.3341064,0.701864525
660.5646973,0.708615825
660.7952881,0.716723068
661.0258789,0.726404418
661.2564697,0.728762545
661.4870605,0.74187965
661.7176514,0.752225586
661.9483032,0.754865336
662.178894,0.763875901
662.4095459,0.767829379
662.6401978,0.757597945
662.8708496,0.752094687
663.1015625,0.755272348
663.3322144,0.756563157
663.5629272,0.738579701
663.7935791,0.71378944
664.024292,0.709913236
664.2550049,0.705235157
664.4857788,0.69798235
664.7164917,0.680190877
664.9472656,0.679899035
665.1779785,0.685672064
665.4087524,0.690219346
665.6395264,0.686277819
665.8703003,0.674806106
666.1010742,0.68316179
666.3319092,0.676768641
666.5626831,0.688412674
666.7935181,0.66799516
667.024353,0.666678031
667.255188,0.660185764
667.4860229,0.662412452
667.7169189,0.646024353
667.9477539,0.642303489
668.1786499,0.638273631
668.4095459,0.655599458
668.6404419,0.643549594
668.8713379,0.636459019
669.1022339,0.645747969
669.3331299,0.641527222
669.5640869,0.644047068
669.7950439,0.639864864
670.0259399,0.642805741
670.256958,0.63989463
670.487915,0.63543862
670.7188721,0.637179261
670.9498291,0.633329841
671.1808472,0.626922878
671.4118652,0.62608119
671.6428833,0.625675472
671.8739014,0.626466954
672.1049194,0.632586758
672.3359985,0.622237809
672.5670166,0.623980323
672.7980957,0.633265959
673.0291748,0.651123311
673.2602539,0.631124255
673.491333,0.628194979
673.7224121,0.625662228
673.9534912,0.628031421
674.1846313,0.620425189
674.4157715,0.621876578
674.6469116,0.632450882
674.8780518,0.634199728
675.1091919,0.652770384
675.340332,0.661856597
675.5715332,0.654917067
675.8026733,0.66980009
676.0338745,0.673843652
676.2650757,0.670403938
676.4962769,0.682470342
676.727478,0.682263929
676.9587402,0.678838161
677.1899414,0.693494954
677.4212036,0.687151324
677.6524658,0.690594171
677.883728,0.693238455
678.1149902,0.684519662
678.3462524,0.691931925
678.5775757,0.699556026
678.8088379,0.695196368
679.0401611,0.701400369
679.2714844,0.703766068
679.5028076,0.715786385
679.7341309,0.717290773
679.9654541,0.72033347
680.1968384,0.743059112
680.4281616,0.737666454
680.6595459,0.743366716
680.8909302,0.74225878
681.1223145,0.758415203
681.3536987,0.772572393
681.585144,0.774456291
681.8165283,0.770448644
682.0479736,0.789439114
682.2794189,0.790222255
682.5108643,0.793175239
682.7423096,0.801378732
682.9737549,0.798234713
683.2052612,0.790966837
683.4367065,0.787352037
683.6682129,0.793306917
683.8997192,0.780962368
684.1312256,0.780835664
684.3627319,0.786760486
684.5942383,0.786359497
684.8257446,0.784479
685.057312,0.784905613
685.2888794,0.787947305
685.5204468,0.777019697
685.7520142,0.784735181
685.9835815,0.775353903
686.2151489,0.771330408
686.4467773,0.769426113
686.6783447,0.762366549
686.9099731,0.754066118
687.1416016,0.777100539
687.37323,0.765524004
687.6048584,0.772913394
687.8365479,0.765871591
688.0681763,0.790467529
688.2998657,0.789627051
688.5314941,0.800779291
688.7631836,0.824005313
688.994873,0.801182024
689.2266235,0.80295858
689.458313,0.802558205
689.6900635,0.793263053
689.9217529,0.773655659
690.1535034,0.780112452
690.3852539,0.770772625
690.6170044,0.75476457
690.8487549,0.751359945
691.0805664,0.742874744
691.3123169,0.733321547
691.5441284,0.732134401
691.7759399,0.725226885
692.0077515,0.721612942
692.239563,0.720871277
692.4713745,0.711646398
692.703186,0.715329268
692.9350586,0.720454069
693.1669312,0.717197633
693.3988037,0.730794027
693.6306763,0.739659938
693.8625488,0.756503565
694.0944214,0.753953705
694.3262939,0.761611367
694.5582275,0.770255879
694.7901611,0.776087417
695.0220337,0.784261562
695.2539673,0.769045017
695.4859619,0.782319366
695.7178955,0.781297526
695.9498291,0.774906301
696.1818237,0.770288264
696.4138184,0.764624976
696.645752,0.76122632
696.8777466,0.756914841
697.1098022,0.755409732
697.3417969,0.749015163
697.5737915,0.744218139
697.8058472,0.745566723
698.0379028,0.739353687
698.2698975,0.742180276
698.5019531,0.734060932
698.7340698,0.73768151
698.9661255,0.737216139
699.1981812,0.719227688
699.4302979,0.717541235
699.6624146,0.724587635
699.8945313,0.719119779
700.1266479,0.720346508
700.3587646,0.721264172
700.5908813,0.716657612
700.822998,0.726826565
701.0551758,0.719837707
701.2873535,0.717940948
701.5195313,0.716728704
701.751709,0.704948117
701.9838867,0.698462615
702.2160645,0.692733926
702.4483032,0.689380057
702.680481,0.68330178
702.9127197,0.674529701
703.1449585,0.670127357
703.3771973,0.665318538
703.609436,0.650844953
703.8416748,0.653637553
704.0739746,0.65850717
704.3062134,0.657515922
704.5385132,0.661261152
704.770813,0.665791414
705.0031128,0.672571907
705.2354126,0.678031835
705.4677124,0.697300804
705.7000122,0.703877598
705.932373,0.693346859
706.1647339,0.683404563
706.3970947,0.685353587
706.6294556,0.682971315
706.8618164,0.667722466
707.0941772,0.653391033
707.3265381,0.64496748
707.55896,0.644572442
707.7913818,0.622828325
708.0237427,0.616714755
708.2561646,0.605134521
708.4885864,0.611021024
708.7210693,0.599471621
708.9534912,0.602431518
709.1859741,0.591793103
709.418396,0.587541784
709.6508789,0.583868995
709.8833618,0.579642333
710.1158447,0.569238559
710.3483276,0.554822643
710.5808716,0.58202069
710.8133545,0.551737841
711.0458984,0.545388154
711.2784424,0.520134823
711.5109863,0.520702406
711.7435303,0.509902064
711.9760742,0.495450169
712.2086182,0.49356222
712.4412231,0.484007311
712.6737671,0.477587783
712.9063721,0.472948245
713.1389771,0.463821884
713.371582,0.454390795
713.604187,0.457056352
713.836853,0.452776408
714.069458,0.44123365
714.302124,0.451171461
714.534729,0.443772632
714.767395,0.434681515
715.000061,0.444066227
715.2327271,0.419883295
715.4654541,0.429953417
715.6981201,0.420034949
715.9308472,0.422720489
716.1635132,0.425697641
716.3962402,0.431335497
716.6289673,0.419269891
716.8616943,0.423735438
717.0944824,0.420631952
717.3272095,0.418470245
717.5599365,0.416603358
717.7927246,0.418724263
718.0255127,0.426687949
718.2583008,0.418110059
718.4910889,0.416771677
718.723877,0.423686561
718.9567261,0.426673211
719.1895142,0.419858772
719.4223633,0.412225391
719.6551514,0.421480204
719.8880005,0.414834157
720.1208496,0.41095962
720.3537598,0.407829893
720.5866089,0.413663893
720.819458,0.415091691
721.0523682,0.40506689
721.2852783,0.413060964
721.5181885,0.411919959
721.7510986,0.410303228
721.9840088,0.416183139
722.2169189,0.412948667
722.4498291,0.408794064
722.6828003,0.401934862
722.9157715,0.407607189
723.1486816,0.406442806
723.3816528,0.410000126
723.614624,0.398237126
723.8476563,0.409492985
724.0806274,0.398117123
724.3135986,0.400629077
724.5466309,0.397648123
724.7796631,0.391330375
725.0126953,0.399034535
725.2457275,0.39400743
725.4787598,0.386060104
725.711792,0.393179089
725.9448853,0.393157639
726.1779175,0.383386169
726.4110107,0.385007641
726.644104,0.387796509
726.8771973,0.385007351
727.1102905,0.381806098
727.3433838,0.388461141
727.5765381,0.377575711
727.8096313,0.37997613
728.0427856,0.381879816
728.2759399,0.38485247
728.5090942,0.378089007
728.7422485,0.372974055
728.9754028,0.379047699
729.2085571,0.373032831
729.4417725,0.37068079
729.6749268,0.37533343
729.9081421,0.373037287
730.1413574,0.364727731
730.3745728,0.360200874
730.6077881,0.353340384
730.8410034,0.353080482
731.0742798,0.348279423
731.3074951,0.343387757
731.5407715,0.338807028
731.7740479,0.33824584
732.0073242,0.336754561
732.2406006,0.329272102
732.473877,0.327886294
732.7071533,0.322605457
732.9404907,0.323788652
733.1737671,0.320931062
733.4071045,0.311531704
733.6404419,0.316111576
733.8737793,0.301663971
734.1071167,0.298578841
734.3404541,0.288749894
734.5738525,0.279073545
734.8071899,0.266682761
735.0405884,0.267056946
735.2739868,0.26144169
735.5073853,0.259423058
735.7407837,0.245501672
735.9741821,0.23676905
736.2075806,0.234496194
736.44104,0.233415148
736.6744385,0.2188224
736.9078979,0.2219595
737.1413574,0.219181243
737.3748169,0.209575468
737.6082764,0.209549706
737.8417358,0.200938734
738.0752563,0.194551397
738.3087158,0.18350606
738.5422363,0.17889956
738.7757568,0.172879655
739.0092773,0.181148213
739.2427979,0.155188003
739.4763184,0.149328907
739.7098389,0.148168575
739.9434204,0.136580304
740.1769409,0.134113148
740.4105225,0.126275568
740.644104,0.123774068
740.8776855,0.117014796
741.1112671,0.11158622
741.3448486,0.109149367
741.5784302,0.100841504
741.8120728,0.10115576
742.0456543,0.090181536
742.2792969,0.08875752
742.5129395,0.078730226
742.746582,0.082699745
742.9802246,0.071655421
743.2138672,0.071411058
743.4475708,0.062701491
743.6812134,0.060796405
743.914917,0.057574665
744.1486206,0.058196611
744.3823242,0.050075511
744.6160278,0.053956049
744.8497314,0.048676637
745.0834351,0.046034089
745.3171997,0.042183782
745.5509033,0.044514704
745.784668,0.039926657
746.0184326,0.044397182
746.2521973,0.040764683
746.4859619,0.040744159
746.7197266,0.039943258
746.9534912,0.065615066
747.1873169,0.034871827
747.4211426,0.031923097
747.6549072,0.035899307
747.8887329,0.034408486
748.1225586,0.027103721
748.3563843,0.031566456
748.59021,0.034434731
748.8240967,0.034085747
749.0579224,0.027592913
749.2918091,0.028363933
749.5256958,0.027204031
749.7595825,0.031054252
749.9934692,0.029920005
750.227356,0.02713233
750.4612427,0.031599928
750.6951294,0.030870173
750.9290771,0.032026749
751.1630249,0.029321462
751.3969116,0.032772188
751.6308594,0.027738495
751.8648071,0.0335694
752.0988159,0.030587796
752.3327637,0.0289961
752.5667114,0.030636624
752.8007202,0.028968097
753.034729,0.034441677
753.2686768,0.034325758
753.5026855,0.035572524
753.7366943,0.031112742
753.9707642,0.032361575
754.2047729,0.032833942
754.4387817,0.031014552
754.6728516,0.03583658
754.9069214,0.037619818
755.1409302,0.033158744
755.375,0.037032357
755.6090698,0.029611395
755.8432007,0.027741864
756.0772705,0.033693115
756.3113403,0.028916035
756.5454712,0.032358896
756.7796021,0.029449477
757.0137329,0.034642493
757.2478638,0.041472297
757.4819946,0.032709819
757.7161255,0.061072285
757.9502563,0.032719835
758.1844482,0.040764438
758.4185791,0.038176501
758.652771,0.030815763
758.8869629,0.03116575
759.1211548,0.035322094
759.3553467,0.037594265
759.5895386,0.029947866
759.8237305,0.028482983
760.0579834,0.034419858
760.2922363,0.032089082
760.5264282,0.026838236
760.7606812,0.034667201
760.9949341,0.028983227
761.229187,0.030457004
761.4634399,0.031721089
761.6977539,0.032903689
761.9320068,0.036601781
762.1663208,0.030946342
762.4006348,0.031882282
762.6348877,0.026772935
762.8692017,0.034975178
763.1035156,0.030515991
763.3378906,0.029514871
763.5722046,0.030866217
763.8065796,0.029535508
764.0408936,0.027796462
764.2752686,0.032433042
764.5096436,0.031147038
764.7440186,0.029208628
764.9783936,0.028241776
765.2127686,0.029134996
765.4471436,0.031326624
765.6815796,0.026589393
765.9159546,0.025926129
766.1503906,0.03027742
766.3848267,0.0305428
766.6192627,0.03130138
766.8536987,0.03022659
767.0881348,0.028313499
767.3225708,0.032897486
767.5570679,0.029483348
767.7915039,0.027395704
768.026001,0.030121535
768.260498,0.031696035
